Provider,service_name,application_service,Cost,Environment,Team,Date,Account_ID
AWS,EC2,checkout-api,4.0946,prod,payments,2026-07-18T08:00:00Z,111122223333
AWS,EC2,checkout-api,5.3290,prod,payments,2026-07-18T09:00:00Z,111122223333
AWS,EC2,checkout-api,5.3679,prod,payments,2026-07-18T10:00:00Z,111122223333
AWS,EC2,checkout-api,6.1798,prod,payments,2026-07-18T11:00:00Z,111122223333
AWS,EC2,checkout-api,5.4497,prod,payments,2026-07-18T12:00:00Z,111122223333
AWS,EC2,checkout-api,5.5256,prod,payments,2026-07-18T13:00:00Z,111122223333
AWS,EC2,checkout-api,5.9137,prod,payments,2026-07-18T14:00:00Z,111122223333
AWS,EC2,checkout-api,5.3961,prod,payments,2026-07-18T15:00:00Z,111122223333
AWS,EC2,checkout-api,5.2197,prod,payments,2026-07-18T16:00:00Z,111122223333
AWS,EC2,checkout-api,4.8235,prod,payments,2026-07-18T17:00:00Z,111122223333
AWS,EC2,checkout-api,4.2987,prod,payments,2026-07-18T18:00:00Z,111122223333
AWS,EC2,checkout-api,3.9567,prod,payments,2026-07-18T19:00:00Z,111122223333
AWS,EC2,checkout-api,3.7373,prod,payments,2026-07-18T20:00:00Z,111122223333
AWS,EC2,checkout-api,3.6897,prod,payments,2026-07-18T21:00:00Z,111122223333
AWS,EC2,checkout-api,4.1166,prod,payments,2026-07-18T22:00:00Z,111122223333
AWS,EC2,checkout-api,3.6830,prod,payments,2026-07-18T23:00:00Z,111122223333
AWS,EC2,checkout-api,3.8111,prod,payments,2026-07-19T00:00:00Z,111122223333
AWS,EC2,checkout-api,3.8993,prod,payments,2026-07-19T01:00:00Z,111122223333
AWS,EC2,checkout-api,3.8501,prod,payments,2026-07-19T02:00:00Z,111122223333
AWS,EC2,checkout-api,3.8828,prod,payments,2026-07-19T03:00:00Z,111122223333
AWS,EC2,checkout-api,3.6129,prod,payments,2026-07-19T04:00:00Z,111122223333
AWS,EC2,checkout-api,3.6815,prod,payments,2026-07-19T05:00:00Z,111122223333
AWS,EC2,checkout-api,3.6612,prod,payments,2026-07-19T06:00:00Z,111122223333
AWS,EC2,checkout-api,3.6778,prod,payments,2026-07-19T07:00:00Z,111122223333
AWS,EC2,checkout-api,4.5181,prod,payments,2026-07-19T08:00:00Z,111122223333
AWS,EC2,checkout-api,4.6148,prod,payments,2026-07-19T09:00:00Z,111122223333
AWS,EC2,checkout-api,4.9794,prod,payments,2026-07-19T10:00:00Z,111122223333
AWS,EC2,checkout-api,5.8943,prod,payments,2026-07-19T11:00:00Z,111122223333
AWS,EC2,checkout-api,5.6686,prod,payments,2026-07-19T12:00:00Z,111122223333
AWS,EC2,checkout-api,5.5134,prod,payments,2026-07-19T13:00:00Z,111122223333
AWS,EC2,checkout-api,5.6681,prod,payments,2026-07-19T14:00:00Z,111122223333
AWS,EC2,checkout-api,5.1538,prod,payments,2026-07-19T15:00:00Z,111122223333
AWS,EC2,checkout-api,5.4560,prod,payments,2026-07-19T16:00:00Z,111122223333
AWS,EC2,checkout-api,4.6370,prod,payments,2026-07-19T17:00:00Z,111122223333
AWS,EC2,checkout-api,4.3872,prod,payments,2026-07-19T18:00:00Z,111122223333
AWS,EC2,checkout-api,3.7515,prod,payments,2026-07-19T19:00:00Z,111122223333
AWS,EC2,checkout-api,4.0069,prod,payments,2026-07-19T20:00:00Z,111122223333
AWS,EC2,checkout-api,4.1611,prod,payments,2026-07-19T21:00:00Z,111122223333
AWS,EC2,checkout-api,4.0835,prod,payments,2026-07-19T22:00:00Z,111122223333
AWS,EC2,checkout-api,3.7972,prod,payments,2026-07-19T23:00:00Z,111122223333
AWS,EC2,checkout-api,5.1114,prod,payments,2026-07-20T00:00:00Z,111122223333
AWS,EC2,checkout-api,5.8949,prod,payments,2026-07-20T01:00:00Z,111122223333
AWS,EC2,checkout-api,5.5194,prod,payments,2026-07-20T02:00:00Z,111122223333
AWS,EC2,checkout-api,5.8650,prod,payments,2026-07-20T03:00:00Z,111122223333
AWS,EC2,checkout-api,5.9245,prod,payments,2026-07-20T04:00:00Z,111122223333
AWS,EC2,checkout-api,5.4364,prod,payments,2026-07-20T05:00:00Z,111122223333
AWS,EC2,checkout-api,5.1031,prod,payments,2026-07-20T06:00:00Z,111122223333
AWS,EC2,checkout-api,5.6216,prod,payments,2026-07-20T07:00:00Z,111122223333
AWS,EC2,checkout-api,6.6776,prod,payments,2026-07-20T08:00:00Z,111122223333
AWS,EC2,checkout-api,6.6253,prod,payments,2026-07-20T09:00:00Z,111122223333
AWS,EC2,checkout-api,7.5059,prod,payments,2026-07-20T10:00:00Z,111122223333
AWS,EC2,checkout-api,8.2408,prod,payments,2026-07-20T11:00:00Z,111122223333
AWS,EC2,checkout-api,9.2959,prod,payments,2026-07-20T12:00:00Z,111122223333
AWS,EC2,checkout-api,8.5663,prod,payments,2026-07-20T13:00:00Z,111122223333
AWS,EC2,checkout-api,9.0841,prod,payments,2026-07-20T14:00:00Z,111122223333
AWS,EC2,checkout-api,8.7267,prod,payments,2026-07-20T15:00:00Z,111122223333
AWS,EC2,checkout-api,8.1103,prod,payments,2026-07-20T16:00:00Z,111122223333
AWS,EC2,checkout-api,6.4559,prod,payments,2026-07-20T17:00:00Z,111122223333
AWS,EC2,checkout-api,5.7924,prod,payments,2026-07-20T18:00:00Z,111122223333
AWS,EC2,checkout-api,5.1669,prod,payments,2026-07-20T19:00:00Z,111122223333
AWS,EC2,checkout-api,5.5400,prod,payments,2026-07-20T20:00:00Z,111122223333
AWS,EC2,checkout-api,5.7283,prod,payments,2026-07-20T21:00:00Z,111122223333
AWS,EC2,checkout-api,5.8214,prod,payments,2026-07-20T22:00:00Z,111122223333
AWS,EC2,checkout-api,6.0766,prod,payments,2026-07-20T23:00:00Z,111122223333
AWS,EC2,checkout-api,5.8824,prod,payments,2026-07-21T00:00:00Z,111122223333
AWS,EC2,checkout-api,5.6784,prod,payments,2026-07-21T01:00:00Z,111122223333
AWS,EC2,checkout-api,5.9057,prod,payments,2026-07-21T02:00:00Z,111122223333
AWS,EC2,checkout-api,5.9234,prod,payments,2026-07-21T03:00:00Z,111122223333
AWS,EC2,checkout-api,5.6428,prod,payments,2026-07-21T04:00:00Z,111122223333
AWS,EC2,checkout-api,5.3680,prod,payments,2026-07-21T05:00:00Z,111122223333
AWS,EC2,checkout-api,5.4740,prod,payments,2026-07-21T06:00:00Z,111122223333
AWS,EC2,checkout-api,5.9515,prod,payments,2026-07-21T07:00:00Z,111122223333
AWS,EC2,checkout-api,6.5677,prod,payments,2026-07-21T08:00:00Z,111122223333
AWS,EC2,checkout-api,6.8752,prod,payments,2026-07-21T09:00:00Z,111122223333
AWS,EC2,checkout-api,8.4102,prod,payments,2026-07-21T10:00:00Z,111122223333
AWS,EC2,checkout-api,8.4353,prod,payments,2026-07-21T11:00:00Z,111122223333
AWS,EC2,checkout-api,8.2475,prod,payments,2026-07-21T12:00:00Z,111122223333
AWS,EC2,checkout-api,9.2409,prod,payments,2026-07-21T13:00:00Z,111122223333
AWS,EC2,checkout-api,7.9440,prod,payments,2026-07-21T14:00:00Z,111122223333
AWS,EC2,checkout-api,8.0071,prod,payments,2026-07-21T15:00:00Z,111122223333
AWS,EC2,checkout-api,7.0436,prod,payments,2026-07-21T16:00:00Z,111122223333
AWS,EC2,checkout-api,6.5501,prod,payments,2026-07-21T17:00:00Z,111122223333
AWS,EC2,checkout-api,6.5745,prod,payments,2026-07-21T18:00:00Z,111122223333
AWS,EC2,checkout-api,5.8268,prod,payments,2026-07-21T19:00:00Z,111122223333
AWS,EC2,checkout-api,6.0827,prod,payments,2026-07-21T20:00:00Z,111122223333
AWS,EC2,checkout-api,5.9975,prod,payments,2026-07-21T21:00:00Z,111122223333
AWS,EC2,checkout-api,5.5368,prod,payments,2026-07-21T22:00:00Z,111122223333
AWS,EC2,checkout-api,5.8057,prod,payments,2026-07-21T23:00:00Z,111122223333
AWS,EC2,checkout-api,5.1788,prod,payments,2026-07-22T00:00:00Z,111122223333
AWS,EC2,checkout-api,5.3214,prod,payments,2026-07-22T01:00:00Z,111122223333
AWS,EC2,checkout-api,5.1721,prod,payments,2026-07-22T02:00:00Z,111122223333
AWS,EC2,checkout-api,5.0701,prod,payments,2026-07-22T03:00:00Z,111122223333
AWS,EC2,checkout-api,5.3414,prod,payments,2026-07-22T04:00:00Z,111122223333
AWS,EC2,checkout-api,5.5086,prod,payments,2026-07-22T05:00:00Z,111122223333
AWS,EC2,checkout-api,5.6511,prod,payments,2026-07-22T06:00:00Z,111122223333
AWS,EC2,checkout-api,5.8156,prod,payments,2026-07-22T07:00:00Z,111122223333
AWS,EC2,checkout-api,6.7609,prod,payments,2026-07-22T08:00:00Z,111122223333
AWS,EC2,checkout-api,7.5490,prod,payments,2026-07-22T09:00:00Z,111122223333
AWS,EC2,checkout-api,7.3178,prod,payments,2026-07-22T10:00:00Z,111122223333
AWS,EC2,checkout-api,8.5657,prod,payments,2026-07-22T11:00:00Z,111122223333
AWS,EC2,checkout-api,8.6338,prod,payments,2026-07-22T12:00:00Z,111122223333
AWS,EC2,checkout-api,8.6117,prod,payments,2026-07-22T13:00:00Z,111122223333
AWS,EC2,checkout-api,8.5499,prod,payments,2026-07-22T14:00:00Z,111122223333
AWS,EC2,checkout-api,8.2220,prod,payments,2026-07-22T15:00:00Z,111122223333
AWS,EC2,checkout-api,7.7321,prod,payments,2026-07-22T16:00:00Z,111122223333
AWS,EC2,checkout-api,6.9536,prod,payments,2026-07-22T17:00:00Z,111122223333
AWS,EC2,checkout-api,6.1860,prod,payments,2026-07-22T18:00:00Z,111122223333
AWS,EC2,checkout-api,5.2202,prod,payments,2026-07-22T19:00:00Z,111122223333
AWS,EC2,checkout-api,5.6212,prod,payments,2026-07-22T20:00:00Z,111122223333
AWS,EC2,checkout-api,5.3547,prod,payments,2026-07-22T21:00:00Z,111122223333
AWS,EC2,checkout-api,5.6503,prod,payments,2026-07-22T22:00:00Z,111122223333
AWS,EC2,checkout-api,5.6699,prod,payments,2026-07-22T23:00:00Z,111122223333
AWS,EC2,checkout-api,5.7815,prod,payments,2026-07-23T00:00:00Z,111122223333
AWS,EC2,checkout-api,5.5455,prod,payments,2026-07-23T01:00:00Z,111122223333
AWS,EC2,checkout-api,5.2058,prod,payments,2026-07-23T02:00:00Z,111122223333
AWS,EC2,checkout-api,5.0586,prod,payments,2026-07-23T03:00:00Z,111122223333
AWS,EC2,checkout-api,5.2208,prod,payments,2026-07-23T04:00:00Z,111122223333
AWS,EC2,checkout-api,6.1138,prod,payments,2026-07-23T05:00:00Z,111122223333
AWS,EC2,checkout-api,5.1322,prod,payments,2026-07-23T06:00:00Z,111122223333
AWS,EC2,checkout-api,6.0323,prod,payments,2026-07-23T07:00:00Z,111122223333
AWS,EC2,checkout-api,6.3441,prod,payments,2026-07-23T08:00:00Z,111122223333
AWS,EC2,checkout-api,7.1990,prod,payments,2026-07-23T09:00:00Z,111122223333
AWS,EC2,checkout-api,7.2199,prod,payments,2026-07-23T10:00:00Z,111122223333
AWS,EC2,checkout-api,8.8891,prod,payments,2026-07-23T11:00:00Z,111122223333
AWS,EC2,checkout-api,7.8990,prod,payments,2026-07-23T12:00:00Z,111122223333
AWS,EC2,checkout-api,8.5479,prod,payments,2026-07-23T13:00:00Z,111122223333
AWS,EC2,checkout-api,8.1988,prod,payments,2026-07-23T14:00:00Z,111122223333
AWS,EC2,checkout-api,8.6905,prod,payments,2026-07-23T15:00:00Z,111122223333
AWS,EC2,checkout-api,8.0092,prod,payments,2026-07-23T16:00:00Z,111122223333
AWS,EC2,checkout-api,6.6611,prod,payments,2026-07-23T17:00:00Z,111122223333
AWS,EC2,checkout-api,7.0858,prod,payments,2026-07-23T18:00:00Z,111122223333
AWS,EC2,checkout-api,5.9406,prod,payments,2026-07-23T19:00:00Z,111122223333
AWS,EC2,checkout-api,5.8400,prod,payments,2026-07-23T20:00:00Z,111122223333
AWS,EC2,checkout-api,5.9930,prod,payments,2026-07-23T21:00:00Z,111122223333
AWS,EC2,checkout-api,5.7128,prod,payments,2026-07-23T22:00:00Z,111122223333
AWS,EC2,checkout-api,6.0025,prod,payments,2026-07-23T23:00:00Z,111122223333
AWS,EC2,checkout-api,5.6882,prod,payments,2026-07-24T00:00:00Z,111122223333
AWS,EC2,checkout-api,5.2919,prod,payments,2026-07-24T01:00:00Z,111122223333
AWS,EC2,checkout-api,5.1802,prod,payments,2026-07-24T02:00:00Z,111122223333
AWS,EC2,checkout-api,5.2003,prod,payments,2026-07-24T03:00:00Z,111122223333
AWS,EC2,checkout-api,5.1592,prod,payments,2026-07-24T04:00:00Z,111122223333
AWS,EC2,checkout-api,5.3892,prod,payments,2026-07-24T05:00:00Z,111122223333
AWS,EC2,checkout-api,5.8524,prod,payments,2026-07-24T06:00:00Z,111122223333
AWS,EC2,checkout-api,5.8481,prod,payments,2026-07-24T07:00:00Z,111122223333
AWS,EC2,checkout-api,6.5603,prod,payments,2026-07-24T08:00:00Z,111122223333
AWS,EC2,checkout-api,7.9398,prod,payments,2026-07-24T09:00:00Z,111122223333
AWS,EC2,checkout-api,7.1521,prod,payments,2026-07-24T10:00:00Z,111122223333
AWS,EC2,checkout-api,8.2399,prod,payments,2026-07-24T11:00:00Z,111122223333
AWS,EC2,checkout-api,8.4484,prod,payments,2026-07-24T12:00:00Z,111122223333
AWS,EC2,checkout-api,8.4583,prod,payments,2026-07-24T13:00:00Z,111122223333
AWS,EC2,checkout-api,9.3133,prod,payments,2026-07-24T14:00:00Z,111122223333
AWS,EC2,checkout-api,8.4754,prod,payments,2026-07-24T15:00:00Z,111122223333
AWS,EC2,checkout-api,7.4960,prod,payments,2026-07-24T16:00:00Z,111122223333
AWS,EC2,checkout-api,7.9510,prod,payments,2026-07-24T17:00:00Z,111122223333
AWS,EC2,checkout-api,7.1193,prod,payments,2026-07-24T18:00:00Z,111122223333
AWS,EC2,checkout-api,5.4328,prod,payments,2026-07-24T19:00:00Z,111122223333
AWS,EC2,checkout-api,5.7201,prod,payments,2026-07-24T20:00:00Z,111122223333
AWS,EC2,checkout-api,6.1096,prod,payments,2026-07-24T21:00:00Z,111122223333
AWS,EC2,checkout-api,6.1954,prod,payments,2026-07-24T22:00:00Z,111122223333
AWS,EC2,checkout-api,5.9100,prod,payments,2026-07-24T23:00:00Z,111122223333
AWS,EC2,checkout-api,4.0441,prod,payments,2026-07-25T00:00:00Z,111122223333
AWS,EC2,checkout-api,4.2367,prod,payments,2026-07-25T01:00:00Z,111122223333
AWS,EC2,checkout-api,3.8394,prod,payments,2026-07-25T02:00:00Z,111122223333
AWS,EC2,checkout-api,3.9847,prod,payments,2026-07-25T03:00:00Z,111122223333
AWS,EC2,checkout-api,4.1891,prod,payments,2026-07-25T04:00:00Z,111122223333
AWS,EC2,checkout-api,4.0291,prod,payments,2026-07-25T05:00:00Z,111122223333
AWS,EC2,checkout-api,4.1389,prod,payments,2026-07-25T06:00:00Z,111122223333
AWS,EC2,checkout-api,4.0328,prod,payments,2026-07-25T07:00:00Z,111122223333
AWS,EC2,checkout-api,4.6123,prod,payments,2026-07-25T08:00:00Z,111122223333
AWS,EC2,checkout-api,5.5889,prod,payments,2026-07-25T09:00:00Z,111122223333
AWS,EC2,checkout-api,6.1164,prod,payments,2026-07-25T10:00:00Z,111122223333
AWS,EC2,checkout-api,6.2491,prod,payments,2026-07-25T11:00:00Z,111122223333
AWS,EC2,checkout-api,5.9215,prod,payments,2026-07-25T12:00:00Z,111122223333
